url,org,candid_ct,num_tweets,num_tweets_all,sentiment_mean,wc,negativ_ct,positiv_ct,negativ_percent,positiv_percent,emotionality,positivity
http://www.cnn.com/2016/01/21/politics/ron-paul-rand-paul-iowa-campaign/index.html,cnn,1,4,18.0,0.944444417953,226.0,1.0,3.0,0.00442477876106,0.0132743362832,0.0176991150442,0.00884955752212
http://www.politico.com/magazine/story/2016/01/donald-trump-is-shocking-vulgar-and-right-213572,politico,1,313,901.0,-0.364039957523,1439.0,26.0,21.0,0.0180681028492,0.0145934676859,0.0326615705351,-0.00347463516331
http://www.cnn.com/2016/02/25/politics/republican-debate-fact-check/index.html,cnn,1,16,119.0,0.22689075768,1508.0,14.0,15.0,0.00928381962865,0.00994694960212,0.0192307692308,0.000663129973475
http://www.nytimes.com/live/republican-debate-cnn-february-2016/,nyt,1,1,38.0,0.210526317358,103.0,1.0,3.0,0.00970873786408,0.0291262135922,0.0388349514563,0.0194174757282
http://www.cnn.com/2016/02/29/politics/super-tuesday-republicans-democrats-vote/index.html,cnn,1,24,253.0,0.932806313038,1854.0,16.0,15.0,0.00862998921251,0.00809061488673,0.0167206040992,-0.000539374325782
http://www.foxnews.com/politics/2016/01/17/at-tea-party-rally-in-south-carolina-top-gop-candidates-make-pitch-for-support.html,fox,1,22,134.0,1.0,508.0,3.0,7.0,0.00590551181102,0.0137795275591,0.0196850393701,0.00787401574803
http://www.foxnews.com/politics/2016/01/14/republican-leaders-caught-in-crossfire-haley-trump-feud.html,fox,1,16,55.0,0.909090936184,486.0,7.0,5.0,0.0144032921811,0.0102880658436,0.0246913580247,-0.00411522633745
http://www.politico.com/story/2016/01/donald-rumsfeld-jeb-george-h-w-bush-218177,politico,1,4,14.0,-0.0714285746217,1593.0,12.0,16.0,0.0075329566855,0.0100439422473,0.0175768989328,0.00251098556183
http://www.politico.com/story/2016/02/does-canada-like-trump-219017,politico,1,2,10.0,-0.600000023842,1361.0,4.0,10.0,0.00293901542983,0.00734753857458,0.0102865540044,0.00440852314475
http://www.politico.com/story/2016/01/trump-el-chapo-217543,politico,1,8,14.0,0.0,1625.0,11.0,17.0,0.00676923076923,0.0104615384615,0.0172307692308,0.00369230769231
http://www.cnn.com/2016/02/08/politics/clinton-shakeup-rumors-take-stock/index.html,cnn,1,9,68.0,-0.117647059262,708.0,4.0,9.0,0.00564971751412,0.0127118644068,0.0183615819209,0.00706214689266
http://www.politico.com/story/2016/01/bill-clinton-gop-scary-217324,politico,1,8,38.0,0.0,1273.0,7.0,10.0,0.00549882168107,0.00785545954438,0.0133542812255,0.00235663786332
http://www.politico.com/story/2016/01/ted-cruz-donald-trump-twitter-217877,politico,1,10,37.0,0.0540540553629,1625.0,18.0,14.0,0.0110769230769,0.00861538461538,0.0196923076923,-0.00246153846154
http://www.cnn.com/2016/01/28/politics/donald-trump-2016-election-rally-gop-debate/index.html,cnn,1,100,436.0,0.0229357797652,190.0,4.0,1.0,0.0210526315789,0.00526315789474,0.0263157894737,-0.0157894736842
https://www.washingtonpost.com/news/the-fix/wp/2016/02/10/ben-carson-has-been-spending-a-ton-of-money-for-not-a-lot-of-votes/,washpo,1,2,10.0,0.0,416.0,1.0,2.0,0.00240384615385,0.00480769230769,0.00721153846154,0.00240384615385
http://www.politico.com/blogs/2016-gop-primary-live-updates-and-results/2016/02/cia-director-armed-forces-ignore-trump-219918,politico,1,4,15.0,-0.866666674614,1497.0,4.0,11.0,0.00267201068804,0.00734802939212,0.0100200400802,0.00467601870407
http://www.cnn.com/2016/01/22/politics/donald-trump-ted-cruz-fox-news-poll/index.html,cnn,1,25,232.0,0.581896543503,377.0,2.0,2.0,0.0053050397878,0.0053050397878,0.0106100795756,0.0
http://www.politico.com/story/2016/01/jeb-bush-donald-trump-fox-debate-218301,politico,1,9,27.0,-0.037037037313,1564.0,13.0,9.0,0.00831202046036,0.00575447570332,0.0140664961637,-0.00255754475703
http://www.cnn.com/2016/02/06/politics/marco-rubio-abortion-jeb-bush-new-hampshire/index.html,cnn,1,6,28.0,-0.214285716414,535.0,6.0,7.0,0.011214953271,0.0130841121495,0.0242990654206,0.0018691588785
http://www.cnn.com/2016/02/22/politics/donald-trump-nevada-rally/index.html,cnn,1,17,114.0,-0.0438596494496,197.0,4.0,3.0,0.0203045685279,0.0152284263959,0.0355329949239,-0.00507614213198
http://www.cnn.com/2016/03/16/politics/primary-results-republican-party/index.html,cnn,1,21,139.0,0.064748197794,3888.0,47.0,41.0,0.0120884773663,0.0105452674897,0.022633744856,-0.00154320987654
http://www.cnn.com/2016/03/29/politics/republican-town-hall-highlights/index.html,cnn,1,11,119.0,-0.596638679504,13.0,1.0,1.0,0.0769230769231,0.0769230769231,0.153846153846,0.0
http://www.cnn.com/2016/01/03/politics/hillary-clinton-heckled-over-bill-clinton-sex-scandals/index.html,cnn,1,64,266.0,-0.244360908866,630.0,2.0,3.0,0.0031746031746,0.0047619047619,0.00793650793651,0.0015873015873
http://www.politico.com/story/2016/01/ted-cruz-donald-trump-ronald-reagan-217944,politico,1,9,20.0,0.0,1356.0,11.0,14.0,0.00811209439528,0.0103244837758,0.0184365781711,0.00221238938053
http://www.politico.com/story/2016/01/clinton-obama-supreme-court-218259,politico,1,20,54.0,0.074074074626,1541.0,9.0,13.0,0.00584036340039,0.00843608046723,0.0142764438676,0.00259571706684
http://www.cnn.com/2016/02/15/politics/ted-cruz-marco-rubio-feud-liar-south-carolina/index.html,cnn,1,3,35.0,0.0,425.0,5.0,6.0,0.0117647058824,0.0141176470588,0.0258823529412,0.00235294117647
http://www.cnn.com/2016/04/25/politics/hillary-clinton-donald-trump/index.html,cnn,1,16,136.0,0.227941170335,44.0,0.0,1.0,0.0,0.0227272727273,0.0227272727273,0.0227272727273
http://www.cnn.com/2016/01/10/politics/hillary-clinton-gabby-giffords-mark-kelly-endorsement/index.html,cnn,1,14,42.0,-0.166666671634,417.0,7.0,5.0,0.0167865707434,0.0119904076739,0.0287769784173,-0.00479616306954
http://www.politico.com/story/2016/01/republican-debate-charleston-2016-217732,politico,1,10,52.0,0.461538463831,2563.0,13.0,22.0,0.00507218103785,0.00858369098712,0.013655872025,0.00351150994928
http://www.politico.com/story/2016/01/donald-trump-new-hampshire-gop-feud-218134,politico,1,7,19.0,0.0,1900.0,11.0,15.0,0.00578947368421,0.00789473684211,0.0136842105263,0.00210526315789
http://www.foxnews.com/politics/2016/01/20/will-trump-cruz-battle-alienate-their-mutual-supporters.html,fox,1,30,157.0,0.375796169043,773.0,3.0,12.0,0.00388098318241,0.0155239327296,0.019404915912,0.0116429495472
http://www.politico.com/story/2016/01/chuck-grassley-introduces-donald-trump-at-iowa-rally-218147,politico,1,6,28.0,0.107142858207,1384.0,5.0,7.0,0.00361271676301,0.00505780346821,0.00867052023121,0.0014450867052
http://www.cnn.com/2016/01/05/politics/donald-trump-guns-new-hampshire/index.html,cnn,1,13,115.0,-0.29565218091,309.0,7.0,3.0,0.0226537216828,0.00970873786408,0.0323624595469,-0.0129449838188
http://www.foxnews.com/politics/2016/03/21/montana-gop-officials-fight-to-close-primary-in-complication-for-trump.html,fox,1,10,47.0,0.0425531901419,678.0,4.0,10.0,0.00589970501475,0.0147492625369,0.0206489675516,0.00884955752212
http://www.politico.com/story/2016/01/donald-trump-campaign-energy-217386,politico,1,9,34.0,0.147058829665,2416.0,12.0,13.0,0.00496688741722,0.00538079470199,0.0103476821192,0.000413907284768
http://www.politico.com/story/2016/01/ted-cruz-debate-trump-veterans-218314,politico,1,18,42.0,0.285714298487,1506.0,9.0,12.0,0.00597609561753,0.00796812749004,0.0139442231076,0.00199203187251
http://www.cnn.com/2016/01/05/politics/ted-cruz-donald-trump-constitutional-natural-born/index.html,cnn,1,4,37.0,0.94594591856,343.0,1.0,3.0,0.00291545189504,0.00874635568513,0.0116618075802,0.00583090379009
http://www.cnn.com/2016/02/24/politics/jeb-bush-supporters-phone-call/index.html,cnn,1,2,23.0,1.0,240.0,1.0,3.0,0.00416666666667,0.0125,0.0166666666667,0.00833333333333
http://www.politico.com/story/2016/01/kevin-brady-donald-trump-217593,politico,1,8,13.0,0.230769231915,1486.0,7.0,19.0,0.00471063257066,0.0127860026918,0.0174966352624,0.00807537012113
http://www.cnn.com/2016/01/09/politics/marco-rubio-immigration-protesters-jack-kemp-poverty-forum/index.html,cnn,1,8,49.0,-0.102040819824,544.0,5.0,6.0,0.00919117647059,0.0110294117647,0.0202205882353,0.00183823529412
http://www.politico.com/story/2016/01/donald-trump-megyn-kelly-fox-news-debate-218250,politico,1,17,48.0,0.0833333358169,1604.0,10.0,12.0,0.00623441396509,0.0074812967581,0.0137157107232,0.00124688279302
http://www.politico.com/magazine/story/2016/01/bernie-sanders-hillary-clinton-2016-213560,politico,1,81,192.0,0.854166686535,1458.0,16.0,21.0,0.0109739368999,0.0144032921811,0.0253772290809,0.00342935528121
http://www.politico.com/story/2016/01/poll-trump-religious-candidate-218237,politico,1,4,17.0,0.0588235296309,1719.0,14.0,13.0,0.00814426992437,0.00756253635835,0.0157068062827,-0.000581733566027
http://www.cnn.com/2016/02/17/opinions/will-republicans-return-to-reagan-on-immigration-palomarez/index.html,cnn,1,10,73.0,0.0136986300349,993.0,7.0,14.0,0.00704934541793,0.0140986908359,0.0211480362538,0.00704934541793
http://www.cnn.com/2016/02/27/politics/new-york-daily-news-chris-christie-donald-trump-cover/index.html,cnn,1,3,21.0,1.0,285.0,3.0,5.0,0.0105263157895,0.0175438596491,0.0280701754386,0.00701754385965
http://www.politico.com/story/2016/01/nikki-haley-state-of-the-union-response-217740,politico,1,11,20.0,-0.0500000007451,1707.0,12.0,18.0,0.00702987697715,0.0105448154657,0.0175746924429,0.00351493848858
http://www.cnn.com/2016/02/02/politics/marco-rubio-susan-duprey-new-hampshire-endorsement/index.html,cnn,1,6,31.0,1.0,245.0,0.0,2.0,0.0,0.00816326530612,0.00816326530612,0.00816326530612
http://www.cnn.com/2016/02/15/politics/jeb-bush-george-w-bush/index.html,cnn,1,8,118.0,0.593220353127,915.0,5.0,14.0,0.00546448087432,0.0153005464481,0.0207650273224,0.00983606557377
http://www.cnn.com/2016/03/20/opinions/why-the-hate-for-hillary-clinton-opinion-parini/index.html,cnn,1,13,147.0,-0.986394584179,1158.0,11.0,17.0,0.00949913644214,0.0146804835924,0.0241796200345,0.00518134715026
http://www.politico.com/story/2016/01/lindsey-graham-jeb-bush-218035,politico,1,7,19.0,0.105263158679,1809.0,14.0,22.0,0.00773908236595,0.0121614151465,0.0199004975124,0.00442233278054
http://www.politico.com/story/2016/01/trump-super-pac-iowa-ads-218283,politico,1,3,12.0,1.0,1462.0,13.0,11.0,0.00889192886457,0.00752393980848,0.0164158686731,-0.00136798905609
http://www.cnn.com/2016/02/25/politics/ted-cruz-super-tuesday-texas/index.html,cnn,1,22,140.0,-0.021428572014,1169.0,7.0,17.0,0.0059880239521,0.0145423438837,0.0205303678358,0.00855431993157
http://www.cnn.com/2016/03/05/politics/kansas-kentucky-louisiana-maine-nebraska-highlights/index.html,cnn,1,20,185.0,0.994594573975,554.0,5.0,5.0,0.00902527075812,0.00902527075812,0.0180505415162,0.0
http://www.cnn.com/2016/03/16/politics/primary-election-2016-takeaways/index.html,cnn,1,8,135.0,0.948148131371,1191.0,15.0,15.0,0.0125944584383,0.0125944584383,0.0251889168766,0.0
https://www.washingtonpost.com/news/post-nation/wp/2016/03/22/why-security-experts-called-donald-trumps-response-to-the-belgium-attacks-preposterous/,washpo,1,39,115.0,-0.947826087475,678.0,13.0,4.0,0.0191740412979,0.00589970501475,0.0250737463127,-0.0132743362832
http://www.politico.com/story/2016/01/lindsey-graham-to-endorse-jeb-bush-for-president-217838,politico,1,15,71.0,0.422535210848,1002.0,4.0,5.0,0.00399201596806,0.00499001996008,0.00898203592814,0.000998003992016
http://blogs.wsj.com/washwire/2016/01/20/fears-of-donald-trump-presidency-along-with-his-strength-grow-within-gop/,wsj,1,13,29.0,0.86206895113,720.0,2.0,9.0,0.00277777777778,0.0125,0.0152777777778,0.00972222222222
http://www.politico.com/story/2016/02/donald-trump-super-tuesday-220008,politico,1,5,15.0,1.0,2912.0,28.0,32.0,0.00961538461538,0.010989010989,0.0206043956044,0.00137362637363
http://www.politico.com/story/2016/03/senate-campaign-democrats-221112,politico,1,2,15.0,-0.600000023842,2828.0,20.0,23.0,0.00707213578501,0.00813295615276,0.0152050919378,0.00106082036775
http://www.foxnews.com/politics/2016/04/07/trump-s-campaign-beefing-up-amid-reported-tensions-inside-ranks.html,fox,1,7,54.0,-0.759259283543,757.0,5.0,8.0,0.00660501981506,0.0105680317041,0.0171730515192,0.00396301188904
http://www.cnn.com/2016/02/24/politics/nevada-trump-cruz-rubio-super-tuesday/index.html,cnn,1,3,28.0,0.642857134342,1226.0,10.0,15.0,0.00815660685155,0.0122349102773,0.0203915171289,0.00407830342577
http://www.cnn.com/2016/04/04/politics/donald-trump-wisconsin-problems-scott-walker/index.html,cnn,1,15,161.0,0.279503107071,67.0,0.0,2.0,0.0,0.0298507462687,0.0298507462687,0.0298507462687
https://www.washingtonpost.com/news/post-politics/wp/2016/01/23/donald-trump-just-dragged-jeb-bushs-mommy-into-their-fight/,washpo,1,15,46.0,-0.0652173906565,827.0,13.0,12.0,0.0157194679565,0.0145102781137,0.0302297460701,-0.00120918984281
https://www.washingtonpost.com/news/post-politics/wp/2016/02/03/ben-carson-evangelicals-should-think-twice-about-ted-cruz/,washpo,1,4,13.0,0.0,481.0,7.0,1.0,0.014553014553,0.002079002079,0.016632016632,-0.012474012474
http://www.cnn.com/2016/03/22/politics/hillary-clinton-donald-trump-hands/index.html,cnn,1,5,53.0,0.622641503811,584.0,4.0,4.0,0.00684931506849,0.00684931506849,0.013698630137,0.0
http://www.politico.com/story/2016/01/donald-trump-free-tv-ad-217387,politico,1,8,34.0,0.0,1755.0,9.0,5.0,0.00512820512821,0.002849002849,0.00797720797721,-0.0022792022792
http://www.politico.com/story/2016/01/marco-rubio-endorsements-congress-217982,politico,1,23,71.0,0.0140845067799,2417.0,15.0,30.0,0.00620604054613,0.0124120810923,0.0186181216384,0.00620604054613
http://www.cnn.com/2016/03/13/politics/donald-trump-event-violence/index.html,cnn,1,21,198.0,-0.702020227909,503.0,11.0,9.0,0.0218687872763,0.0178926441352,0.0397614314115,-0.00397614314115
http://www.cnn.com/2016/01/03/politics/republicans-react-to-obama-gun-control/index.html,cnn,1,8,47.0,0.574468076229,571.0,10.0,2.0,0.0175131348511,0.00350262697023,0.0210157618214,-0.0140105078809
http://www.cnn.com/2016/01/07/politics/jeb-bush-donald-trump-new-hampshire/index.html,cnn,1,5,113.0,1.0,344.0,2.0,4.0,0.00581395348837,0.0116279069767,0.0174418604651,0.00581395348837
http://www.cnn.com/2016/02/02/politics/republicans-new-hampshire-iowa-trump-rubio-christie/index.html,cnn,1,20,161.0,0.192546591163,1067.0,8.0,22.0,0.00749765698219,0.020618556701,0.0281162136832,0.0131208997188
http://www.cnn.com/2016/02/13/politics/cnn-republican-town-halls-south-carolina/index.html,cnn,1,16,108.0,0.694444417953,123.0,0.0,3.0,0.0,0.0243902439024,0.0243902439024,0.0243902439024
http://www.cnn.com/2016/02/13/politics/republican-debate-best-quotes/index.html,cnn,1,4,17.0,0.941176474094,271.0,5.0,6.0,0.0184501845018,0.0221402214022,0.0405904059041,0.00369003690037
http://www.cnn.com/2016/02/09/politics/donald-trump-michael-bloomberg-2016-election/index.html,cnn,1,6,20.0,1.0,207.0,5.0,2.0,0.024154589372,0.00966183574879,0.0338164251208,-0.0144927536232
http://www.cnn.com/2016/02/14/opinions/gop-debate-grading-candidates-graham/index.html,cnn,1,7,114.0,-0.947368443012,867.0,19.0,8.0,0.0219146482122,0.00922722029988,0.0311418685121,-0.0126874279123
http://www.cnn.com/2016/03/11/politics/best-chance-to-stop-trump-in-ohio-is-kasich-rubio-adviser-says/index.html,cnn,1,10,93.0,0.892473101616,222.0,1.0,2.0,0.0045045045045,0.00900900900901,0.0135135135135,0.0045045045045
http://www.cnn.com/2016/03/17/entertainment/simpsons-trump-presidency-thr-feat/index.html,cnn,1,19,131.0,0.458015263081,393.0,5.0,7.0,0.0127226463104,0.0178117048346,0.030534351145,0.00508905852417
http://www.cnn.com/2016/02/10/politics/donald-trump-new-hampshire-taxes/index.html,cnn,1,5,27.0,-1.0,205.0,3.0,2.0,0.0146341463415,0.00975609756098,0.0243902439024,-0.00487804878049
http://www.cnn.com/2016/03/15/politics/primary-election-2016-what-to-watch/index.html,cnn,1,6,123.0,0.894308924675,1177.0,10.0,11.0,0.00849617672048,0.00934579439252,0.017841971113,0.000849617672048
http://www.cnn.com/2016/04/12/politics/donald-trump-bill-clinton-library-documents/index.html,cnn,1,5,34.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
http://www.politico.com/story/2016/01/donald-trump-ted-cruz-amnesty-immigration-217433,politico,1,5,13.0,0.769230782986,1712.0,11.0,14.0,0.00642523364486,0.00817757009346,0.0146028037383,0.0017523364486
http://www.politico.com/story/2016/01/ted-cruz-no-health-insurance-218070,politico,1,22,73.0,-0.136986300349,1423.0,10.0,9.0,0.00702740688686,0.00632466619817,0.013352073085,-0.000702740688686
http://www.politico.com/story/2016/01/rand-paul-gop-debate-main-stage-218176,politico,1,8,27.0,0.0,1746.0,14.0,12.0,0.00801832760596,0.00687285223368,0.0148911798396,-0.00114547537228
http://www.foxnews.com/politics/2016/01/26/democratic-mayor-to-challenge-gops-rand-paul-in-senate-race.html,fox,1,10,52.0,1.0,428.0,2.0,11.0,0.00467289719626,0.0257009345794,0.0303738317757,0.0210280373832
http://www.cnn.com/2016/02/19/politics/donald-trump-pope-francis/index.html,cnn,1,15,173.0,0.0,478.0,5.0,4.0,0.010460251046,0.00836820083682,0.0188284518828,-0.00209205020921
http://www.cnn.com/2016/01/26/politics/donald-trump-gop-debate-iowa/index.html,cnn,1,20,104.0,0.0,509.0,7.0,8.0,0.0137524557957,0.0157170923379,0.0294695481336,0.00196463654224
http://www.cnn.com/2016/02/18/politics/republican-town-hall-highlights/index.html,cnn,1,11,68.0,0.5,408.0,3.0,3.0,0.00735294117647,0.00735294117647,0.0147058823529,0.0
http://www.cnn.com/2016/02/27/politics/clinton-and-trump-two-corinthians/index.html,cnn,1,20,201.0,0.840795993805,982.0,4.0,15.0,0.0040733197556,0.0152749490835,0.0193482688391,0.0112016293279
http://www.cnn.com/2016/03/15/opinions/republicans-trump-day-of-reckoning-sexton/index.html,cnn,1,15,166.0,0.0,940.0,16.0,7.0,0.0170212765957,0.00744680851064,0.0244680851064,-0.00957446808511
http://www.foxnews.com/politics/2016/01/21/as-hillary-fends-off-bad-news-press-finally-discovers-sanders-surge.html,fox,1,12,67.0,-0.343283593655,1019.0,17.0,13.0,0.0166830225711,0.0127576054956,0.0294406280667,-0.00392541707556
http://www.cnn.com/2016/01/27/politics/donald-trump-veterans-event/index.html,cnn,1,17,59.0,0.915254235268,186.0,1.0,1.0,0.00537634408602,0.00537634408602,0.010752688172,0.0
http://www.cnn.com/2016/01/20/politics/donald-trump-sarah-palin-red-meat/index.html,cnn,1,4,20.0,0.0,608.0,4.0,7.0,0.00657894736842,0.0115131578947,0.0180921052632,0.00493421052632
http://www.politico.com/story/2016/02/donald-trump-punch-protester-219655,politico,1,5,18.0,-0.222222223878,1558.0,13.0,13.0,0.00834403080873,0.00834403080873,0.0166880616175,0.0
http://www.foxnews.com/politics/2016/01/05/trump-joins-air-wars-with-hard-hitting-spot-but-will-his-blitz-matter.html,fox,1,15,54.0,0.203703701496,646.0,14.0,4.0,0.0216718266254,0.0061919504644,0.0278637770898,-0.015479876161
http://www.cnn.com/2016/01/13/politics/donald-trump-white-nationalist-robocalls/index.html,cnn,1,11,58.0,-0.051724139601,671.0,10.0,10.0,0.0149031296572,0.0149031296572,0.0298062593145,0.0
http://www.politico.com/story/2016/01/trump-cruz-glenn-beck-218058,politico,1,10,45.0,-0.0444444455206,1423.0,6.0,15.0,0.00421644413212,0.0105411103303,0.0147575544624,0.00632466619817
http://www.politico.com/story/2016/02/trump-apple-iphone-unlock-219369,politico,1,7,19.0,0.0526315793395,1499.0,10.0,15.0,0.00667111407605,0.0100066711141,0.0166777851901,0.00333555703803
http://www.politico.com/story/2016/01/donald-trump-saudi-prince-twitter-218355,politico,1,8,26.0,-0.0769230797887,1519.0,15.0,12.0,0.00987491770902,0.00789993416722,0.0177748518762,-0.0019749835418
http://www.politico.com/story/2016/03/inside-cruzs-state-by-state-plan-to-defeat-trump-220702,politico,1,3,15.0,0.266666680574,2506.0,17.0,13.0,0.00678371907422,0.00518754988029,0.0119712689545,-0.00159616919393
http://www.cnn.com/2016/03/28/opinions/latino-muslim-support-trump-opinion-obeidallah/index.html,cnn,1,3,20.0,1.0,98.0,1.0,0.0,0.0102040816327,0.0,0.0102040816327,-0.0102040816327
http://www.politico.com/story/2016/01/sam-pimm-ted-cruz-217567,politico,1,8,23.0,0.956521749496,1339.0,10.0,13.0,0.00746825989544,0.00970873786408,0.0171769977595,0.00224047796863
http://www.cnn.com/2016/01/14/politics/larry-tribe-donald-trump-ted-cruz-gop-debate/index.html,cnn,1,14,33.0,0.0,307.0,2.0,8.0,0.00651465798046,0.0260586319218,0.0325732899023,0.0195439739414
http://www.cnn.com/2016/01/17/politics/donald-trump-public-financing/index.html,cnn,1,4,21.0,0.142857149243,606.0,6.0,2.0,0.00990099009901,0.003300330033,0.013201320132,-0.00660066006601
